City,Strategy,Weather event,Community system,Category,Specific Impact/Sector
Los Angeles,"Invest in scientific and engineering studies and coastal monitoring efforts to clearly delineate the necessary modifications in physical assets and infrastructure, determine the time frame for responses, and begin constructing an estimate of financial needs;",,,research and monitoring,
Los Angeles,"Monitor all LA City beaches at least annually in the fall, or more frequently if possible, to provide data to establish the reliability of beach change models needed for projections of future conditions.",,,research and monitoring,
Los Angeles,More detailed community-based information,,,research and monitoring,
Los Angeles,Review adaptation measures for past Wilmington Oil Field and port subsidence.,,,research and monitoring,
Los Angeles,Semi-annual beach width monitoring,,,research and monitoring,
Los Angeles,Updating the vulnerability assessment as better flood risk models and maps become available,,,research and monitoring,
Los Angeles,Use of historical beach profiles and existing wave data to develop predictions;,,,research and monitoring,
Los Angeles,"Initiate a storm watch for Pacific Palisades to provide weather and wave warnings to facilitate traffic management, increase safety, and provide engineering data for future adaptation measures.",,,"research and monitoring, technology",
Los Angeles,Storm watch and notification;,,,technology,
Marquette,"Strengthen the relationship between Marquette, the Michigan Food Policy Council and regional food security programs (e.g. UP Food Exchange).",,,capacity building,Food and Agriculture
Marquette,"Identify areas within the City that could be used for additional Farmer's Markets and seek out additional community, municipal, and regional collaborators.",,,capacity building;planning,Food and Agriculture
Marquette,Consider participating in the further development of the Local Food Supply Plan of Marquette County.,,,planning,Food and Agriculture
Marquette,"Amend ordinances and plans to encourage food production on City property (e.g. urban orchards, community gardens).",,,"policy, planning",Food and Agriculture
Marquette,Form a temporary working group among interested stakeholders to create a five-year collaborative plan to address issues of forest infestations.,,,planning,Forests
Marquette,Adjust the list of approved street trees (in concert with the Aborist and the USDA Forest Service for larger tracts) to include drought- resistant species and replace monocultures (one species of tree for an entire street or neighborhood) with polycultures (many species).,Drought,,practice and behavior,Forests
Marquette,Implement additional protections for high elevation areas to absorb extreme rain events before flooding occurs.,,,practice and behavior,Forests
Marquette,Plant seedlings of high quality and at proper stand density for optimal growth and to reduce vulnerability to forest pests.,,,practice and behavior,Forests
Marquette,"Reduce the accumulation of fuel loads such as underbrush on city- owned, forest property (e.g. Presque Isle Park, woods north of Harlow Park).",,,practice and behavior,Health
Marquette,"Prepare and implement emergency response plans (in concert with the County Hazard Mitigation Plan and coordination with the City Fire Chief) for extreme storms, floods, heat waves, poor air quality days, disease outbreaks.",,,"practice and behavior, planning",Health
Marquette,Increase and expand current beach monitoring activities to detect presence of pathogens that could affect human health.,,,research and monitoring,Health
Marquette,Connect emergency centers with onsite renewable energy systems to reduce susceptibility to lapses in the conventional energy supply.,,,technology,Health
Marquette,Work with other municipalities and the county to establish early warning systems (e.g. storm sirens) about evacuation routes or other information in the event of an emergency. ,,,technology,Health
Marquette,"Promote green storm water management (by adapting the utility fee rate structure currently in place) to incentivize rates in conjunction with the amount of impervious area on a property (e.g., Ann Arbor).",,,financing,Land Use
Marquette,"Protect sensitive land from development (including river corridors and floodplains) to preserve vegetation, retain hydrologic features, and ecological services using: land acquisition through purchase, conservation easements, and purchase of development rights",,,"land use, green infrastructure",Land Use
Marquette,"Revise conservation subdivision regulations to create incentives for developers to provide greater densities and community services, while achieving open space conservation.",,,land use;policy,Land Use
Marquette,"Adopt Low Impact Development (LID) standards such as requirements of pervious pavement, construction of bio swales (drainage with gently sloped sides), and green roofs for new development.",,,policy;green infrastructure,Land Use
Marquette,Adjust parks and recreation expenditures to support and capitalize on changes to outdoor recreation.,,,funding,Tourism
Marquette,Strengthen connectivity between coastal and non-coastal recreational areas to improve resilience of tourism economy.,,,land use,Tourism
