City,Strategy,Weather event,Community system,Category,Specific Impact/Sector
Lee County,"Install room occupancy light sensors, particularly for rooms with sporadic occupancy. +",,,physical infrastructure,Buildings and Infrastructure
Lee County,Consideration of solar path and incorporating structural shading of doors and windows.,,,physical infrastructure,Buildings and Infrastructure
Lee County,"If irrigation is essential for “signature” exotic species such as royal palms, royal Poinciana, orange trees, mango trees, utilize micro-irrigation and low flow pumps.",,,physical infrastructure,Buildings and Infrastructure
Lee County,Develop and adopt building design criteria to deal with the consequences of possible sea level rise.,,,physical infrastructure,Coastal Erosion and Sea Level Rise
Lee County,Incorporate LEED standards into building codes.,,,physical infrastructure,Coastal Erosion and Sea Level Rise
Lee County,Promote green roof technology through building codes.,,,planning,Coastal Erosion and Sea Level Rise
Lee County,Strengthen building codes in coastal areas to provide additional protection for properties from wind and storm surges.,,,planning,Coastal Erosion and Sea Level Rise
Lee County,Change building codes to promote energy efficient building,,,planning,Coastal Erosion and Sea Level Rise
Lee County,"Partner with utility companies to educate the public on energy efficiency and expand and increase incentives to homeowners (free/low cost loans for photovoltaic systems, net metering, and solar panels).",,,planning,Coastal Erosion and Sea Level Rise
Lee County,Create water markets.,,,policies,Coastal Erosion and Sea Level Rise
Lee County,"Adopt soft defense strategies, such as establishing aquatic vegetation beds, using natural or artificial breakwaters, and beach nourishment, where appropriate (for example, shorelines that are more undeveloped and where a seawall would inhibit wetland migration and damage natural defense systems).",,,policies,Coastal Erosion and Sea Level Rise
Lee County,Create dunes. +,,,policies,Coastal Erosion and Sea Level Rise
Lee County,Create marsh.,,,practice & behavior,Coastal Erosion and Sea Level Rise
Lee County,Create natural buffers against sea level rise.,,,practice & behavior,Coastal Erosion and Sea Level Rise
Lee County,"Encourage use of living shorelines in residential, commercial and institutional properties.",,,practice & behavior,Coastal Erosion and Sea Level Rise
Lee County,Plant submerged aquatic vegetation.,,,practice & behavior,Coastal Erosion and Sea Level Rise
Lee County,"Protect and restore natural defenses such as salt marshes, sand dunes, and natural vegetation.",,,practice & behavior,Coastal Erosion and Sea Level Rise
Lee County,Protect barrier islands that shelter beaches.,,,research & monitoring,Coastal Erosion and Sea Level Rise
Lee County,Use natural and artificial breakwaters to reduce wave energy.,,,research & monitoring,Coastal Erosion and Sea Level Rise
Lee County,"Wetland conservation/restoration accounting for climate change and human engineering such as canals, floodgates, levees, etc.",,,research & monitoring,Coastal Erosion and Sea Level Rise
Lee County,Allow coastal wetlands to migrate inland in areas explicitly indicated.,,,research & monitoring,Coastal Erosion and Sea Level Rise
Lee County,Connect landscapes with corridors. +,,,technology,Coastal Erosion and Sea Level Rise
Lee County,"Conserve land in coastal areas by removing or limiting development potential through acquisition, conservation easements, and the purchase and transfer of development rights.",,,physical infrastructure;planning,Coastal Erosion and Sea Level Rise
Lee County,Constrain locations for certain high risk infrastructure. +,,,planning,Coastal Erosion and Sea Level Rise
Lee County,Encourage natural breakwaters where appropriate.,,,practice & behavior,Coastal Erosion and Sea Level Rise
Lee County,Establish or broaden use containment areas to allocate and cap water withdrawal.,,,policies,Coastal Erosion and Sea Level Rise
Lee County,Establish rolling easements.,,,planning,Coastal Erosion and Sea Level Rise
Lee County,Increase shoreline setbacks and exchange/purchase/acquisition.,,,research & monitoring,Coastal Erosion and Sea Level Rise
Lee County,Land exchange programs.,,,capacity building,Coastal Erosion and Sea Level Rise
Lee County,Purchase upland development rights/property rights.,,,planning,Coastal Erosion and Sea Level Rise
Lee County,Replicate habitat types in multiple locations to spread risks.,,,planning,Coastal Erosion and Sea Level Rise
Lee County,Retreat from and/or abandon shore headland control.,,,advocacy,Coastal Erosion and Sea Level Rise
